,Url,id,year,brand,model,bodytype,drivingconfiguration,Odometer,Price
258,https:/www.kijiji.ca/v-cars-trucks/st-catharines/2015-subaru-impreza-2-0i-limited-navi-camera-roof-no-acc/1493150298?undefined,1493150298,2015,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"70,498",16994.00
259,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2008-subaru-impreza-2-5i-sport-with-safety-4167977979/1436153048?undefined,1436153048,2008,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"252,976",4400.00
260,https:/www.kijiji.ca/v-cars-trucks/brockville/2005-subaru-impreza-rs/1496693440?undefined,1496693440,2005,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"240,000",1500.00
261,https:/www.kijiji.ca/v-cars-trucks/gatineau/2008-subaru-impreza-sedan/1496639786?undefined,1496639786,2008,Subaru,Impreza,Sedan,N/A,"157,000",2700.00
262,https:/www.kijiji.ca/v-cars-trucks/north-bay/2007-subaru-impreza-2-5i-wagon-parts-car/1496626531?undefined,1496626531,2007,Subaru,Impreza,Wagon,All-wheel drive (AWD),"254,000",1500.00
263,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2008-subaru-impreza-wrx-awd-priced-to-sell-heated-seats/1496613737?undefined,1496613737,2008,Subaru,Impreza,Sedan,All-wheel drive (AWD),"154,228",7888.00
264,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2017-subaru-impreza-4dr-sport-tech-cvt/1496605231?undefined,1496605231,2017,Subaru,Impreza,Sedan,N/A,"51,084",22195.00
265,https:/www.kijiji.ca/v-cars-trucks/st-catharines/2004-subaru-impreza-2-5-awd-ej25-5speed/1496585071?undefined,1496585071,2004,Subaru,Impreza,Wagon,All-wheel drive (AWD),"346,000",2500.00
266,https:/www.kijiji.ca/v-cars-trucks/hamilton/2009-subaru-impreza-wrx-sti-w-tech-pkg-slvr-whl/1488136600?undefined,1488136600,2009,Subaru,Impreza,Sedan,All-wheel drive (AWD),"186,000",11995.00
267,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-subaru-impreza-2-0i-w-touring-pkg-no-accident-remote-starte/1478450949?undefined,1478450949,2012,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"129,000",10900.00
268,https:/www.kijiji.ca/v-cars-trucks/north-bay/2011-subaru-impreza-2-5-wrx-auto/1448533144?undefined,1448533144,2011,Subaru,Impreza,Wagon,All-wheel drive (AWD),"166,485",13269.00
269,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-subaru-impreza-touring/1492993001?undefined,1492993001,2019,Subaru,Impreza,Sedan,All-wheel drive (AWD),"18,595",23295.00
270,https:/www.kijiji.ca/v-cars-trucks/ottawa/2011-subaru-impreza-2-5i-limited-pkg-awesome-deal-certified-wrty/1488487124,1488487124,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"161,000",6990.00
271,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-awd-bluetooth-well-maintained-sharpe-cert/1466475617,1466475617,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"130,014",9388.00
272,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-subaru-impreza-2-0i-w-touring-pkg-open-by-appt-416-271-9996/1496696225,1496696225,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"124,101",7500.00
273,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2008-subaru-impreza-2-5i-sport-serviced-must-see-awd/1480408894,1480408894,2008,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"218,000",4995.00
274,https:/www.kijiji.ca/v-cars-trucks/north-bay/2017-subaru-impreza-5dr-hb-cvt-touring/1488048060,1488048060,2017,Subaru,Impreza,Sedan,Other,"44,369",16995.00
275,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-subaru-impreza-2-0i-w-touring-pkg-no-accident-remote-starte/1478450949?undefined,1478450949,2012,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"129,000",10900.00
276,https:/www.kijiji.ca/v-cars-trucks/north-bay/2011-subaru-impreza-2-5-wrx-auto/1448533144?undefined,1448533144,2011,Subaru,Impreza,Wagon,All-wheel drive (AWD),"166,485",13269.00
277,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-subaru-impreza-touring/1492993001?undefined,1492993001,2019,Subaru,Impreza,Sedan,All-wheel drive (AWD),"18,595",23295.00
278,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-2-0i-w-touring-pkg-sunroof-heated-seats-5-sp/1416389308?undefined,1416389308,2013,Subaru,Impreza,Wagon,All-wheel drive (AWD),"82,000",11999.00
279,https:/www.kijiji.cahttps://www.kijijiautos.ca/vip/processing/14319561/?undefined,1496561896,N/A,N/A,N/A,N/A,N/A,N/A,N/A
280,https:/www.kijiji.ca/v-cars-trucks/napanee/2007-subaru-impreza-special-edition/1496444844?undefined,1496444844,2007,Subaru,Impreza,Wagon,All-wheel drive (AWD),"230,000",N/A
281,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-subaru-impreza-5dr-hb-cvt-touring-one-owner/1487884873?undefined,1487884873,2017,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"93,627",14785.00
282,https:/www.kijiji.ca/v-cars-trucks/hamilton/2008-subaru-impreza-2-5i/1478250847?undefined,1478250847,2008,Subaru,Impreza,Sedan,All-wheel drive (AWD),"76,000",10995.00
283,https:/www.kijiji.ca/v-cars-trucks/thunder-bay/2018-subaru-impreza-sporty-boxer-engine-fully-loaded-one-own/1487845915?undefined,1487845915,2018,Subaru,Impreza,Other,Other,"59,611",24487.00
284,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2016-subaru-impreza-5dr-sport-pkg-at/1487843604?undefined,1487843604,2016,Subaru,Impreza,Hatchback,N/A,"78,146",17459.00
285,https:/www.kijiji.ca/v-cars-trucks/ottawa/2008-subaru-impreza/1496381904?undefined,1496381904,2008,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"190,000",1790.00
286,https:/www.kijiji.ca/v-cars-trucks/windsor-area-on/2002-subaru-impreza/1496355147?undefined,1496355147,2002,Subaru,Impreza,Wagon,All-wheel drive (AWD),"175,123",N/A
287,https:/www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2017-subaru-impreza-sport-tech/1496341265?undefined,1496341265,2017,Subaru,Impreza,Wagon,All-wheel drive (AWD),"48,865",20995.00
288,https:/www.kijiji.ca/v-cars-trucks/kawartha-lakes/subaru-impreza-wagon/1374512601?undefined,1374512601,2005,Subaru,Impreza,Wagon,All-wheel drive (AWD),"153,000",3900.00
289,https:/www.kijiji.ca/v-cars-trucks/peterborough/2013-subaru-manual-99-000-kms/1496339603?undefined,1496339603,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"99,000",14000.00
290,https:/www.kijiji.ca/v-cars-trucks/ottawa/2014-subaru-impreza-2-0i/1472524680?undefined,1472524680,2014,Subaru,Impreza,Sedan,All-wheel drive (AWD),"94,000",11990.00
291,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-subaru-impreza-2-0i-convenience-4-door-manual-very-low-mi/1492722878?undefined,1492722878,2018,Subaru,Impreza,Sedan,All-wheel drive (AWD),"3,863",18785.00
292,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/08-subaru-impreza-hatchback/1496119739?undefined,1496119739,2008,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"193,000",5000.00
293,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-5dr-hb-man-2-0i-w-limited-pkg-no-accident/1492564984?undefined,1492564984,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"94,721",11985.00
294,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-subaru-impreza/1496183916?undefined,1496183916,2017,Subaru,Impreza,Sedan,All-wheel drive (AWD),"142,000",14950.00
295,https:/www.kijiji.ca/v-cars-trucks/peterborough/2017-subaru-impreza/1496183689?undefined,1496183689,2017,Subaru,Impreza,Sedan,All-wheel drive (AWD),"142,000",14950.00
296,https:/www.kijiji.ca/v-cars-trucks/thunder-bay/2004-subaru-impreza-outback-sport/1496148199?undefined,1496148199,2004,Subaru,Impreza,Wagon,All-wheel drive (AWD),"340,000",2500.00
297,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2011-subaru-impreza-awd/1485456796?undefined,1485456796,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"149,500",5995.00
298,https:/www.kijiji.ca/v-cars-trucks/barrie/2018-subaru-impreza-5dr-sport-tech-cvt/1492410691?undefined,1492410691,2018,Subaru,Impreza,Wagon,All-wheel drive (AWD),"15,054",26000.00
299,https:/www.kijiji.ca/v-cars-trucks/barrie/2018-subaru-impreza-5dr-sport-tech-cvt/1492410663?undefined,1492410663,2018,Subaru,Impreza,Wagon,All-wheel drive (AWD),"15,067",26000.00
300,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2018-subaru-impreza-low-low-kms-perfect-commuter-vehicle/1487395693?undefined,1487395693,2018,Subaru,Impreza,Sedan,All-wheel drive (AWD),"15,725",18500.00
301,https:/www.kijiji.ca/v-cars-trucks/barrie/2017-subaru-impreza-convenience/1492398870?undefined,1492398870,2017,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"98,349",18500.00
302,https:/www.kijiji.ca/v-cars-trucks/north-bay/2009-subaru-impreza-sport-pkg-wrx-rims-5-spd-sunroof-no-acci/1433262079?undefined,1433262079,2009,Subaru,Impreza,Sedan,All-wheel drive (AWD),"162,437",6990.00
303,https:/www.kijiji.ca/v-cars-trucks/ottawa/2011-subaru-imprezza-2-5i/1496008133?undefined,1496008133,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"148,000",8000.00
304,https:/www.kijiji.ca/v-cars-trucks/gatineau/2012-subaru-impreza-4dr-sdn-cvt-2-0i-w-touring-pkg/1492308207?undefined,1492308207,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"91,800",10295.00
305,https:/www.kijiji.ca/v-cars-trucks/hamilton/2010-subaru-impreza-wrx/1492266819?undefined,1492266819,2010,Subaru,Impreza,Sedan,All-wheel drive (AWD),"147,955",11999.00
306,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2010-subaru-impreza-4dr-sdn-auto-2-5i-leather/1487179390?undefined,1487179390,2010,Subaru,Impreza,Sedan,All-wheel drive (AWD),"131,987",7450.00
307,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-subaru-impreza/1492254343?undefined,1492254343,2016,Subaru,Impreza,Other,Other,"80,744",15884.00
308,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-subaru-impreza-2-0i-w-touring-pkg-accident-free-certified/1495877649?undefined,1495877649,2012,Subaru,Impreza,Sedan,Other,"196,080",7500.00
309,https:/www.kijiji.ca/v-cars-trucks/st-catharines/2012-subaru-impreza-2-0i-limited-hatch-back-leather-sunroof/1487058142?undefined,1487058142,2012,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"150,000",9975.00
310,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2010-subaru-impreza-2-5i-auto-h-b-safety-included/1492117996?undefined,1492117996,2010,Subaru,Impreza,Wagon,All-wheel drive (AWD),"173,300",5999.00
311,https:/www.kijiji.ca/v-cars-trucks/hamilton/2017-subaru-impreza-touring-one-owner-no-accidents/1487020232?undefined,1487020232,2017,Subaru,Impreza,Wagon,All-wheel drive (AWD),"93,627",16978.00
312,https:/www.kijiji.ca/v-cars-trucks/ottawa/subaru-impreza/1495784982?undefined,1495784982,2009,Subaru,Impreza,Hatchback,N/A,195,2000.00
313,https:/www.kijiji.ca/v-cars-trucks/owen-sound/mint-2010-subaru-impreza/1495777073?undefined,1495777073,2010,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"59,000",12000.00
314,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2013-subaru-impreza-2-0i/1495676057?undefined,1495676057,2013,Subaru,Impreza,Sedan,All-wheel drive (AWD),"112,000",9000.00
315,https:/www.kijiji.ca/v-cars-trucks/ottawa/2011-subaru-impreza-2-5i-limited-pkg-awesome-deal-certified-wrty/1488487124,1488487124,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"161,000",6990.00
316,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-subaru-impreza-2-0i-w-touring-pkg-open-by-appt-416-271-9996/1496696225,1496696225,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"124,101",7500.00
317,https:/www.kijiji.ca/v-cars-trucks/north-bay/2017-subaru-impreza-5dr-hb-cvt-touring/1488048060,1488048060,2017,Subaru,Impreza,Sedan,Other,"44,369",16995.00
318,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-awd-bluetooth-well-maintained-sharpe-cert/1466475617,1466475617,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"130,014",9388.00
319,https:/www.kijiji.ca/v-cars-trucks/st-catharines/2017-subaru-impreza-awd-nav-leather-sunroof/1429238882,1429238882,2017,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"91,029",15000.00
320,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2013-subaru-impreza-2-0i/1495676057?undefined,1495676057,2013,Subaru,Impreza,Sedan,All-wheel drive (AWD),"112,000",9000.00
321,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/12-subaru-impreza-2-0i-premium-awd-certified/1492071352?undefined,1492071352,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"156,000",6995.00
322,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-subaru-impreza-touring/1465731416?undefined,1465731416,2017,Subaru,Impreza,Sedan,Other,"26,447",16998.00
323,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2009-subaru-impreza-5dr-hb-auto-2-5i-w-sport-pkg-i-awd-i-acciden/1481861682?undefined,1481861682,2009,Subaru,Impreza,Sedan,All-wheel drive (AWD),"93,756",8480.00
324,https:/www.kijiji.cahttps://www.kijijiautos.ca/vip/processing/12622519/?undefined,1477174088,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,https:/www.kijiji.ca/v-cars-trucks/markham-york-region/2014-subaru-impreza-one-owner-accident-free-manual/1471523138?undefined,1471523138,2014,Subaru,Impreza,Sedan,All-wheel drive (AWD),"168,409",7390.00
326,https:/www.kijiji.ca/v-cars-trucks/sarnia/2015-subaru-impreza-2-0i-w-limited-pkg/1465599452?undefined,1465599452,2015,Subaru,Impreza,Sedan,All-wheel drive (AWD),"62,565",16509.00
327,https:/www.kijiji.ca/v-cars-trucks/ottawa/2018-subaru-impreza-touring-5-spd-apple-android-bt-camera-3/1481846236?undefined,1481846236,2018,Subaru,Impreza,Wagon,All-wheel drive (AWD),"30,000",21995.00
328,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/subaru-impreza-2-5i/1495633269?undefined,1495633269,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"144,000",8000.00
329,https:/www.kijiji.ca/v-cars-trucks/ottawa/2019-subaru-impreza-sport/1495623617?undefined,1495623617,2019,Subaru,Impreza,Hatchback,All-wheel drive (AWD),N/A,25858.00
330,https:/www.kijiji.ca/v-cars-trucks/peterborough/2016-subaru-impreza-2-0i-w-limited-tech-pkg/1491893596?undefined,1491893596,2016,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"32,647",19895.00
331,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-subaru-impreza-touring-pkg-1-owner-bluetooth-backcamera/1491891908?undefined,1491891908,2017,Subaru,Impreza,Sedan,Other,"44,883",18495.00
332,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2011-subaru-impreza-2-5i-sport-all-wheel-drive/1486930424?undefined,1486930424,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"175,000",5449.00
333,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2019-subaru-impreza-4dr-touring-cvt/1482388314?undefined,1482388314,2019,Subaru,Impreza,Sedan,N/A,"12,877",22999.00
334,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2010-subaru-impreza-wrx-hatchback-no-accidents-locally-own/1459299112?undefined,1459299112,2010,Subaru,Impreza,Wagon,All-wheel drive (AWD),"174,104",10888.00
335,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-subaru-impreza-sport-tech-safety-certified-navi-backup-cam/1486028878?undefined,1486028878,2017,Subaru,Impreza,Wagon,All-wheel drive (AWD),"115,360",18500.00
336,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2015-subaru-impreza-5dr-hb-cvt-2-0i-awd-auto-rear-camera/1481518406?undefined,1481518406,2015,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"98,000",11950.00
337,https:/www.kijiji.ca/v-cars-trucks/thunder-bay/looking-for-2004-05-impreza/1495409386?undefined,1495409386,2004,Subaru,Impreza,Sedan,N/A,"999,999",1500.00
338,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-subaru-impreza-2-0i-w-sport-pkg-no-accident-and-low-milea/1495351524?undefined,1495351524,2016,Subaru,Impreza,Other,Other,"64,517",17985.00
339,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2015-subaru-impreza-2-0i/1471032519?undefined,1471032519,2015,Subaru,Impreza,Sedan,All-wheel drive (AWD),"154,000",10995.00
340,https:/www.kijiji.ca/v-cars-trucks/london/2011-subaru-impreza-2-5i-w-sport-pkg-awd/1465175859?undefined,1465175859,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"151,000",7500.00
341,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2014-subaru-impreza-2-0i-from-1-9-financing-available/1355969112?undefined,1355969112,2014,Subaru,Impreza,Sedan,Other,"66,000",13995.00
342,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-subaru-impreza-2-0l-awd-convenience-pkg-cam-2-set-t/1491411680?undefined,1491411680,2017,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"50,962",17498.00
343,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-touring-awd-cruise-ctrl-bluetooth-power-cert/1491410593?undefined,1491410593,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"154,388",8988.00
344,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2006-subaru-impreza/1495302256?undefined,1495302256,2006,Subaru,Impreza,Hatchback,N/A,167,3500.00
345,https:/www.kijiji.ca/v-cars-trucks/sudbury/2008-subaru-impreza/1495268124?undefined,1495268124,2008,Subaru,Impreza,Sedan,All-wheel drive (AWD),"130,000",N/A
346,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-subaru-impreza-2-0i-sport-tech-5-door-auto-w-eyesight-pkg/1486299228?undefined,1486299228,2018,Subaru,Impreza,Hatchback,Other,"22,000",26995.00
347,https:/www.kijiji.ca/v-cars-trucks/gatineau/2011-subaru-impreza-heated-seats-ac-power-group-bluetooth-hea/1489887412?undefined,1489887412,2011,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"124,256",7988.00
348,https:/www.kijiji.ca/v-cars-trucks/ottawa/2017-subaru-impreza-h-b-awd/1491236971?undefined,1491236971,2017,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"47,888",15970.00
349,https:/www.kijiji.ca/v-cars-trucks/ottawa/2017-subaru-impreza-wrx-auto-a-c-alloys-18k/1347845470?undefined,1347845470,2017,Subaru,Impreza,Sedan,All-wheel drive (AWD),"18,000",29995.00
350,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-touring-awd-sunroof-heated-seats-certified/1486181175?undefined,1486181175,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"70,649",12888.00
351,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2010-subaru-impreza-wrx-leather-sunroof-runs-and-drives/1464822739?undefined,1464822739,2010,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"169,000",7995.00
352,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/subaru-impreza/1495114992?undefined,1495114992,2011,Subaru,Impreza,Sedan,N/A,"173,287",4900.00
353,https:/www.kijiji.ca/v-cars-trucks/north-bay/2018-subaru-impreza-sport-no-accidents-sunroof/1486132862?undefined,1486132862,2018,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"62,904",23599.00
354,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2015-subaru-impreza-2-0i-w-sport-pkg/1476391571?undefined,1476391571,2015,Subaru,Impreza,Sedan,All-wheel drive (AWD),"160,319",12500.00
355,https:/www.kijiji.ca/v-cars-trucks/hamilton/2008-subaru-impreza-2-5i/1491063851?undefined,1491063851,2008,Subaru,Impreza,Sedan,All-wheel drive (AWD),"163,229",5999.00
356,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2019-subaru-impreza-4dr-touring-cvt/1470501495?undefined,1470501495,2019,Subaru,Impreza,Sedan,N/A,"12,151",22999.00
357,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-subaru-impreza-touring-pkg-1-owner-bluetooth-backcamera/1491005558?undefined,1491005558,2017,Subaru,Impreza,Hatchback,Other,"36,698",19995.00
358,https:/www.kijiji.ca/v-cars-trucks/ottawa/2016-subaru-impreza/1495084702?undefined,1495084702,2016,Subaru,Impreza,Sedan,All-wheel drive (AWD),"122,000",13500.00
359,https:/www.kijiji.ca/v-cars-trucks/gatineau/2003-subaru-impreza-ts/1495071607?undefined,1495071607,2003,Subaru,Impreza,Wagon,All-wheel drive (AWD),N/A,2995.00
360,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-subaru-impreza-2-0i-w-touring-pkg-open-by-appt-416-271-9996/1496696225,1496696225,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"124,101",7500.00
361,https:/www.kijiji.ca/v-cars-trucks/guelph/2018-subaru-impreza-sport/1480823396,1480823396,2018,Subaru,Impreza,Sedan,All-wheel drive (AWD),"28,651",23182.00
362,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2008-subaru-impreza-2-5i-sport-serviced-must-see-awd/1480408894,1480408894,2008,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"218,000",4995.00
363,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2013-subaru-impreza-5dr-hb-cvt-2-0i-w-limited-pkg/1484787877,1484787877,2013,Subaru,Impreza,Sedan,All-wheel drive (AWD),"229,000",7390.00
364,https:/www.kijiji.ca/v-cars-trucks/st-catharines/2017-subaru-impreza-awd-nav-leather-sunroof/1429238882,1429238882,2017,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"91,029",15000.00
365,https:/www.kijiji.ca/v-cars-trucks/gatineau/2003-subaru-impreza-ts/1495071607?undefined,1495071607,2003,Subaru,Impreza,Wagon,All-wheel drive (AWD),N/A,2995.00
366,https:/www.kijiji.ca/v-cars-trucks/markham-york-region/2004-subaru-impreza-outback-sport-wagon-94064km-call-6473522058/1495068952?undefined,1495068952,2004,Subaru,Impreza,,All-wheel drive (AWD),"94,064",4999.00
367,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/subaru-impreza-2013/1484653434?undefined,1484653434,2013,Subaru,Impreza,Sedan,All-wheel drive (AWD),"97,000",12500.00
368,https:/www.kijiji.ca/v-cars-trucks/ottawa/2009-impreza-2-5i/1485667811?undefined,1485667811,2009,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"65,700",9299.00
369,https:/www.kijiji.cahttps://www.kijijiautos.ca/vip/processing/13753438/?undefined,1490950576,N/A,N/A,N/A,N/A,N/A,N/A,N/A
370,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-subaru-impreza-leather-navi-roof/1470372980?undefined,1470372980,2017,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"57,112",22874.00
371,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2011-subaru-impreza-wrx/1484235105?undefined,1484235105,2011,Subaru,Impreza,Wagon,All-wheel drive (AWD),"112,000",14895.00
372,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2010-subaru-impreza-2-5i-w-sport-pkg/1469355058?undefined,1469355058,2010,Subaru,Impreza,Wagon,All-wheel drive (AWD),"163,000",7995.00
373,https:/www.kijiji.ca/v-cars-trucks/hamilton/2017-subaru-impreza-touring-one-owner-no-accidents/1480823402?undefined,1480823402,2017,Subaru,Impreza,Sedan,All-wheel drive (AWD),"52,195",18878.00
374,https:/www.kijiji.ca/v-cars-trucks/london/2010-subaru-impreza-wrx-limited-leather-sunroof/1490878939?undefined,1490878939,2010,Subaru,Impreza,Sedan,All-wheel drive (AWD),"134,000",13991.00
375,https:/www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2019-subaru-impreza-sport-awd-eyesight-pkg-back-up-cam-sunroo/1485845024?undefined,1485845024,2019,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"41,339",21995.00
376,https:/www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2018-subaru-impreza-awd-touring-sunroof-heated-seats-apple-ca/1485845011?undefined,1485845011,2018,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"48,198",22495.00
377,https:/www.kijiji.ca/v-cars-trucks/hamilton/2011-subaru-impreza-wrx-sti/1490856188?undefined,1490856188,2011,Subaru,Impreza,Sedan,Other,"147,795",17492.00
378,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2009-subaru-impreza-2-5i/1494934168?undefined,1494934168,2009,Subaru,Impreza,Sedan,All-wheel drive (AWD),"134,000",5495.00
379,https:/www.kijiji.ca/v-cars-trucks/kawartha-lakes/2011-subaru-impreza-4dr-sdn-man-2-5i/1494927011?undefined,1494927011,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"188,000",3900.00
380,https:/www.kijiji.ca/v-cars-trucks/belleville/2005-subaru-rally-car/1494893209?undefined,1494893209,2005,Subaru,Impreza,Sedan,N/A,"1,235",4500.00
381,https:/www.kijiji.ca/v-cars-trucks/gatineau/2014-subaru-impreza-wagon-2-0i-premium/1470168926?undefined,1470168926,2014,Subaru,Impreza,Sedan,All-wheel drive (AWD),"102,190",13999.00
382,https:/www.kijiji.ca/v-cars-trucks/hamilton/2007-impreza/1494859975?undefined,1494859975,2007,Subaru,Impreza,Other,Other,254,N/A
383,https:/www.kijiji.ca/v-cars-trucks/sudbury/2003-subaru-impreza-ts-model/1494823665?undefined,1494823665,2003,Subaru,Impreza,Hatchback,N/A,"215,000",3200.00
384,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/subaru-impreza-wrx-for-sale/1494819873?undefined,1494819873,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"103,000",9900.00
385,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/subaru-impreza-touring-hatchback-manual/1494722718?undefined,1494722718,2011,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"210,000",4000.00
386,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/subaru-impreza/1494687715?undefined,1494687715,2010,Subaru,Impreza,Hatchback,N/A,"188,000",4700.00
387,https:/www.kijiji.ca/v-cars-trucks/petawawa/2009-subaru-impreza/1494683893?undefined,1494683893,2009,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"234,000",3700.00
388,https:/www.kijiji.ca/v-cars-trucks/london/2012-subaru-impreza-awd-reduced-to-8500/1467683490?undefined,1467683490,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"208,000",8500.00
